round,task_id,train_loss,global_test_acc,global_test_loss,comm_cost_mb,task_0_acc,task_1_acc,task_2_acc
0,0,,0.1062708591920913,2.0857153964744004,0.0,0.10657344430484539,0.1000669503196525,0.11217218295177599
1,0,2.230897299254628,0.11925240346994485,1.9465915716576045,91.24946594238281,0.1461755249724511,0.1047683331633799,0.1068133522740036
2,0,2.072068894372649,0.12597736066568468,1.9145531149939188,182.49893188476562,0.16974449355782037,0.10832364935083992,0.09986393908839375
3,0,2.031851583128916,0.13403862723439788,1.837079056627283,273.74839782714844,0.19411924858403368,0.10940904675272325,0.0985875863664367
4,0,1.89782698519234,0.1428929612681718,1.7976877964395372,364.99786376953125,0.21698096857850918,0.10416790883776578,0.10753000638824046
5,0,1.773325627929724,0.1510487332410938,1.7795989423672154,456.24732971191406,0.23428568226650795,0.10822384339823904,0.11063667405853438
6,0,1.7198749962010884,0.15299104167006872,1.7211109937109688,547.4967956542969,0.2531808896030358,0.10036468402898845,0.10542755137818186
7,0,1.5477609056135495,0.159053589276182,1.7291203179508654,638.7462615966797,0.2699480484995993,0.1030815229128262,0.10413119641612045
8,0,1.489377686754206,0.1625859564891811,1.7003620670535518,729.9957275390625,0.2911207709299039,0.09742014627433401,0.09921695226330533
9,0,1.3876198219658504,0.17074497923438572,1.6508257915936564,821.2451934814453,0.30630594264236133,0.10167358592716215,0.10425540913363379
10,0,1.4432177291896837,0.17754459053020866,1.6052382937101024,912.4946594238281,0.32895138405788965,0.10061210404747609,0.10307028348526025
11,0,1.3006797723974537,0.18517127815547207,1.5922565897746237,1003.7441253662109,0.34849083476587617,0.09941957550318459,0.10760342419735543
12,0,1.185706409574267,0.19003345393953733,1.5460169934168793,1094.9935913085938,0.367759194410125,0.10943700921775908,0.09290415819072789
13,0,1.2059497431510273,0.19731331822103607,1.5284572332473818,1186.2430572509766,0.3865178915501773,0.10391323845762268,0.10150882465530821
14,0,1.0781867912012328,0.20735219768306687,1.4443448490721782,1277.4925231933594,0.4182926914876345,0.10597747966405209,0.09778642189751402
15,0,1.0621000800139015,0.217745909678391,1.4237084618001772,1368.7419891357422,0.4360814060820796,0.11181234211905339,0.10534398083403998
16,0,1.013686737739595,0.21467929141864037,1.4075412400777239,1459.991455078125,0.4448097526605406,0.10014610641625762,0.09908201517912289
17,0,1.00472358505894,0.22231697041918919,1.4037046287251387,1551.2409210205078,0.47096741871942177,0.10111075625634826,0.09487273628179749
18,0,0.8901374281860115,0.23268649828820676,1.3902581384651294,1642.4903869628906,0.4872115942787777,0.100984181774597,0.10986371881124553
19,0,0.8423112551112663,0.23889430275210602,1.3267550238682706,1733.7398529052734,0.5142696424994244,0.10021091620520314,0.10220234955169052
20,0,0.816085989656044,0.24393850588324173,1.3407100202973778,1824.9893188476562,0.5274800375039842,0.09940595679997147,0.10492952334576952
21,0,0.8802510813762765,0.25211413826143575,1.269045953661158,1916.238784790039,0.5474184900279871,0.10806086932917222,0.10086305542714795
22,0,0.7433089660478567,0.2596588752517672,1.2793273790734374,2007.4882507324219,0.5769492551100681,0.10136801359071711,0.10065935705451637
23,0,0.6727737200378511,0.2628732106851989,1.2349564162884505,2098.7377166748047,0.593335560829068,0.09933601532723084,0.09594805589929789
