round,task_id,train_loss,global_test_acc,global_test_loss,comm_cost_mb,task_0_acc,task_1_acc,task_2_acc
0,0,,0.09547192502025958,2.1933757733442087,0.0,0.09771515702641234,0.08744848807063928,0.1012521299637271
1,0,2.157866069528065,0.11470817679598577,1.9851019397413785,182.49893188476562,0.1428039179559193,0.10244575644891628,0.09887485598312175
2,0,2.155083525917222,0.12153172419836537,1.9310117637825315,364.99786376953125,0.1658381570980321,0.09978554144607166,0.0989714740509924
3,0,2.0556560189433606,0.1271409035265806,1.8978781345006177,547.4967956542969,0.19020499642051986,0.09646292326062046,0.09475479089860156
4,0,1.960234808225545,0.13328995655137818,1.876700071625504,729.9957275390625,0.20481737454431756,0.09505655420711966,0.09999594090269734
5,0,1.7838189802656972,0.14480396627528927,1.81303865168802,912.4946594238281,0.23030201601591574,0.10290025936474959,0.10120962344520244
6,0,1.681347553696238,0.1489336020486366,1.7908197153406578,1094.9935913085938,0.2506354434148752,0.10112968357054224,0.09503567916049235
7,0,1.6694949128305516,0.15435192363159933,1.7147699339941698,1277.4925231933594,0.266387371531891,0.09856167613009459,0.09810672323281237
8,0,1.5915264297253522,0.1583727193499739,1.703498828499593,1459.991455078125,0.2863571173639891,0.09584819789045258,0.09291284279548004
9,0,1.481145205227868,0.16969986587056116,1.6326187104866245,1642.4903869628906,0.3082544947377859,0.10031020623075913,0.10053489664313842
10,0,1.4044215984928343,0.1765307235636551,1.5854292097828444,1824.9893188476562,0.3291819244859321,0.09723535628689771,0.10317488991813549
11,0,1.3662182726934229,0.1818331495792529,1.5716994917932583,2007.4882507324219,0.34853931053826703,0.10195458647628555,0.09500555172320614
12,0,1.1867547750912844,0.18623043667986602,1.5834576590703737,2189.9871826171875,0.35912128927780296,0.0967827042939213,0.10278731646787373
13,0,1.2145792583534827,0.19438812165976907,1.4954942851794588,2372.486114501953,0.3856646179636872,0.0967043637465462,0.10079538326907386
14,0,1.0690062212917681,0.20286063565443246,1.492316678404253,2554.9850463867188,0.40671494443452383,0.10427553058905702,0.09759143193971657
15,0,1.0153180241215194,0.20609586398694982,1.4774979550297036,2737.4839782714844,0.4206506340572681,0.10165816791288423,0.09597878999069719
16,0,0.9833912683115666,0.21281753948934215,1.442662845344338,2919.98291015625,0.4448246445087821,0.09664850647632012,0.09697946748292417
17,0,1.0047153924175762,0.2150846867222623,1.403123756343422,3102.4818420410156,0.4625762410010894,0.08899052177355975,0.09368729739213777
18,0,0.876464876265312,0.23043387690703399,1.3809477092816371,3284.9807739257812,0.48722443163582646,0.10199773907700142,0.102079460008274
19,0,0.8438648029272444,0.2333948267299953,1.3299314892756988,3467.479705810547,0.5052954372891751,0.0954823674328449,0.09940667546796585
20,0,0.7859730459574312,0.23805111212880772,1.3477377884643809,3649.9786376953125,0.5186836981499575,0.09937762497490192,0.09609201326156375
21,0,0.8403923545269198,0.25180384858284993,1.2891300596549249,3832.477569580078,0.5501272321542099,0.1046813380038718,0.10060297559046802
22,0,0.76604619863559,0.2544551089918258,1.3034932559724945,4014.9765014648438,0.5574683914571514,0.10486739015445046,0.10102954536387544
23,0,0.8017717022950415,0.262425144264072,1.2631315996050934,4197.475433349609,0.5746061017326903,0.10585512223767182,0.10681420882185376
24,0,0.7445541387729813,0.27257303601218075,1.1960173562260674,4379.974365234375,0.609871191823977,0.10718726734024767,0.10066064887231767
25,0,0.7463215236654015,0.2750068105198309,1.1958999576126668,4562.473297119141,0.6187283011307498,0.09795764798781335,0.10833448244092947
26,0,0.6900442435940617,0.2784906085510065,1.1766819751653381,4744.972229003906,0.6387694096381644,0.09651176406586504,0.10019065194898999
27,0,0.6610061093572401,0.2911072829601119,1.1734539208525185,4927.471160888672,0.6636880680123287,0.1063879387411982,0.10324584212680875
28,0,0.6153622762026005,0.2945755602906228,1.1220567059986546,5109.9700927734375,0.6803870813168132,0.101025426191601,0.10231417336345411
29,0,0.5330070905858286,0.30175020475546105,1.1479394108135954,5292.469024658203,0.7034122220975217,0.1032316974640438,0.09860669470481762
30,0,0.6076962420067028,0.30344899254549434,1.0958135248067415,5474.967956542969,0.7153146006109842,0.09935758875074252,0.09567478827475642
31,0,0.44585848909130477,0.3114852612067939,1.1064046448277918,5657.466888427734,0.7383885072248706,0.09916293774687725,0.09690433864863383
32,0,0.5463211150472498,0.32282746760785175,1.0817577123804119,5839.9658203125,0.7546380281343111,0.10979781655383705,0.10404655813540703
33,0,0.5215115444136768,0.329162337311707,1.0226709308488817,6022.464752197266,0.7828164808583027,0.10388651943801266,0.10078401163880567
34,0,0.4245353500454895,0.3354169622967254,1.0589731719603157,6204.963684082031,0.807247110785355,0.09957753779629006,0.09942623830853106
35,0,0.5044847552097149,0.341013801525803,1.0158855995194929,6387.462615966797,0.8165649857569257,0.10313424113160012,0.10334217768888312
36,0,0.42037549233610605,0.34967136418560646,0.9715744378852207,6569.9615478515625,0.8382839712515854,0.1090105325227183,0.10171958878251568
37,0,0.3358523151470329,0.35429034536608767,1.013865335211692,6752.460479736328,0.8586194954204656,0.10787186164501693,0.09637967903278044
38,0,0.35737156873243736,0.3599536121020211,0.9694621635634841,6934.959411621094,0.8790872346621406,0.10534406510136857,0.09542953654255405
39,0,0.3032217914673541,0.3694099913960798,0.9442402562216573,7117.458343505859,0.8970853707992652,0.1128177496231718,0.09832685376580233
40,0,0.38725587925044624,0.37558008282281813,0.9082973695598316,7299.957275390625,0.9202353116036242,0.1078299892493792,0.09867494761545091
