round,task_id,train_loss,global_test_acc,global_test_loss,comm_cost_mb,task_0_acc,task_1_acc,task_2_acc
0,0,,0.10590796554705029,2.0538634418548045,0.0,0.10721393232031359,0.11189896648645219,0.0986109978343851
1,0,2.195513608651611,0.11958425336463235,1.9325394077320563,204.6192169189453,0.15463130446770804,0.09766189779592402,0.106459557830265
2,0,2.1177556929218913,0.12486960233207874,1.919057641552753,409.2384338378906,0.16509018659104044,0.10657732545810215,0.10294129494709366
3,0,2.038390164917698,0.13381111512163116,1.8834290017440318,613.8576507568359,0.18693936932971209,0.10652919053352698,0.10796478550165439
4,0,1.893158434294788,0.13777314026993973,1.8099893987367364,818.4768676757812,0.20101029622944497,0.10336506415978274,0.10894406042059154
5,0,1.8362458427803172,0.14126233432044194,1.8347180631811433,1023.0960845947266,0.2175614165464509,0.10479648514635351,0.10142910126852138
6,0,1.6457290221064442,0.14423857374929375,1.7636452882382956,1227.7153015136719,0.22907135207946813,0.10576662619632189,0.09787774297209122
7,0,1.6808494732179788,0.15511973066761364,1.7371567608020728,1432.3345184326172,0.25336807124664856,0.10779044290044888,0.10420067785574348
8,0,1.5420629288995837,0.1636544578269112,1.6820280670124408,1636.9537353515625,0.2685081242710227,0.11228483451632451,0.11017041469338647
9,0,1.462703456499012,0.16025496173195283,1.6965984775338663,1841.5729522705078,0.2769885580493947,0.09854836503885882,0.10522796210760493
10,0,1.4433339003493169,0.1678428791539579,1.6438455926035407,2046.1921691894531,0.293786776807344,0.10912180636296248,0.10062005429156724
11,0,1.3197929341006271,0.16998422180651396,1.625625393807088,2250.8113861083984,0.3204907411522469,0.0899785934348782,0.09948333083241677
12,0,1.2365833199250131,0.1826976326523884,1.5752645863863628,2455.4306030273438,0.33870914083896364,0.10267850811323849,0.1067052490049631
13,0,1.1592812308764202,0.1822398324347039,1.5737161011677683,2660.049819946289,0.34855737708847195,0.09687383178114195,0.10128828843449779
14,0,1.127489494624075,0.19221618830207368,1.5096604362338177,2864.6690368652344,0.3680837199237683,0.10706900400392313,0.10149584097852955
15,0,1.0393684282360092,0.19478606801407292,1.5429075492792648,3069.2882537841797,0.3787345556299267,0.09995674434015767,0.10566690407213436
16,0,1.0239223147347274,0.20029281927926393,1.5211042442099312,3273.907470703125,0.3883735113407885,0.11211294674405119,0.10039199975295214
17,0,0.9373937943405424,0.20399590958882788,1.4954470837473308,3478.5266876220703,0.4056233135752076,0.10395424201835583,0.10241017317292024
18,0,0.9227802100189948,0.21169982245856844,1.4356017172128959,3683.1459045410156,0.42561513104807464,0.10346794342318512,0.10601639290444552
19,0,0.9075995152327343,0.21441962005567672,1.4478362848169284,3887.765121459961,0.4437738068037572,0.10394854458678916,0.09553650877648383
20,0,0.8456201764428392,0.21899738033470686,1.4429923507560682,4092.3843383789062,0.4591600487041647,0.10238825781724603,0.0954438344827099
21,0,0.7357410037911494,0.2287384531834947,1.3929701647600228,4297.003555297852,0.47559472802290087,0.1050258176436232,0.10559481388396003
22,0,0.8002488423900755,0.23080710621689673,1.3445843895614362,4501.622772216797,0.49114269786163595,0.10224278571256436,0.09903583507648994
23,0,0.7910862848563704,0.23593986672008557,1.368960871485727,4706.241989135742,0.5073402419769383,0.10056666276984022,0.09991269541347828
24,0,0.7497990740583153,0.24106474737600195,1.3229846534844096,4910.8612060546875,0.5242036216472981,0.10155894094909289,0.0974316795316149
25,0,0.6810702155017494,0.24767754168657397,1.2801924795460249,5115.480422973633,0.5424038500847519,0.10464803542558504,0.09598073954938505
26,0,0.6841587307590883,0.2541074492302548,1.2548634827033993,5320.099639892578,0.5579975032352028,0.10283950278859252,0.10148534166696903
27,0,0.5807922648542263,0.25356160527324084,1.2985773300427794,5524.718856811523,0.5731157167546217,0.09715457534338834,0.09041452372171252
28,0,0.5925145070931356,0.26350416158451473,1.2316091840278873,5729.338073730469,0.5935209929812074,0.09799798179372023,0.09899350997861653
29,0,0.6021359828929835,0.26469147933235887,1.2615174290966933,5933.957290649414,0.6053065626212747,0.09699251542265082,0.09177535995315096
30,0,0.615056310650514,0.2733847431287948,1.221732805320358,6138.576507568359,0.6204679333209847,0.09957510712127847,0.10011118894412117
31,0,0.5572651951423564,0.27986166405587715,1.2181299877569673,6343.195724487305,0.6371695125582046,0.10021434334121249,0.10220113626821441
32,0,0.532185007491985,0.2816336496013985,1.17531101871307,6547.81494140625,0.6513234839137111,0.10515994638001716,0.0884175185104672
33,0,0.41204718072791,0.28770452755907905,1.170842200668618,6752.434158325195,0.6652600076037917,0.10541448298372537,0.09243909208972013
34,0,0.500843316119506,0.29762696412461526,1.1247338201764572,6957.053375244141,0.6874950674039161,0.1028076539156297,0.10257817105429995
35,0,0.49886226088791613,0.2989517245393383,1.1164586343118683,7161.672592163086,0.6999495404240172,0.10016325918377092,0.09674237401022688
36,0,0.3820334151741314,0.3052442768787297,1.1241753522478373,7366.291809082031,0.7241934220968527,0.09907183575283457,0.09246757278650178
37,0,0.346369017909562,0.31032145797267763,1.1188054873075575,7570.911026000977,0.7303850628889441,0.10301004493831134,0.09756926609077742
38,0,0.3418075472765567,0.3139367679744705,1.1011356798843732,7775.530242919922,0.749845605391375,0.09597849605296563,0.09598620247907086
39,0,0.3202046891285295,0.32054062758317775,1.0781560330346305,7980.149459838867,0.7673103825033765,0.10070798238383773,0.09360351786231912
40,0,0.30927716171591324,0.3229348801127908,1.0787736314248682,8184.7686767578125,0.7783183294161155,0.09484430797392683,0.09564200294833018
41,1,1.1975448360041963,0.32956745104527946,1.0367610752576875,8389.387893676758,0.7858086812332711,0.10705330918872091,0.09584036271384648
42,1,1.0817939669325833,0.3256389056892491,1.0567210400253555,8594.007110595703,0.7658157649351346,0.11545545651831743,0.09564549561429514
43,1,1.0925070776463626,0.32750803983598625,1.0626864099310167,8798.626327514648,0.7565616050450171,0.13491108187041803,0.09105143259252368
44,1,0.9907937146021268,0.3311958448168838,1.0162804294862908,9003.245544433594,0.7464329979662851,0.15119160776094082,0.09596292872342549
45,1,0.9803602872871847,0.3308607451877953,1.0607456701757294,9207.864761352539,0.7317781654499492,0.1614717534134681,0.0993323166999686
46,1,0.9283869292034993,0.33478311088526475,1.0404123149102944,9412.483978271484,0.7148900824499089,0.1895685740355651,0.09989067617032014
47,1,0.8468636626403784,0.3325324551371435,1.0207951440761251,9617.10319519043,0.7024339888205298,0.204407199781116,0.09075617680978482
48,1,0.8083765657438422,0.3371310885366167,1.0515792478032486,9821.722412109375,0.6920749652675536,0.22566178081794408,0.09365651952435239
49,1,0.8222897219336073,0.3369716442686442,1.0416257349282612,10026.34162902832,0.6804518318158091,0.23929864770630288,0.09116445328382061
50,1,0.7847338136151094,0.3369366107614262,1.040446172786595,10230.960845947266,0.6720608795840676,0.24711653001469688,0.09163242268551419
51,1,0.7454289871614942,0.33534739108199413,1.0558809667222162,10435.580062866211,0.6544184462398545,0.2609301114047256,0.09069361560140216
52,1,0.7715232959794719,0.34301190309604324,0.9988189343778283,10640.199279785156,0.6464756505362173,0.2883177726296044,0.09424228612230792
53,1,0.7367012356288218,0.34069134696696207,1.0338066003516013,10844.818496704102,0.6309591038132448,0.3008262358198569,0.0902887012677844
54,1,0.6296674584926879,0.347254945778587,0.9959409406985642,11049.437713623047,0.6224595892203085,0.31879188633407013,0.1005133617813824
55,1,0.6061956019804722,0.3450297433970529,1.006092836668345,11254.056930541992,0.6075797616478474,0.33822492961889383,0.08928453892441744
56,1,0.6600279283218784,0.3482652313440771,0.9945469730603049,11458.676147460938,0.5995413378321628,0.35339918218398536,0.09185517401608313
57,1,0.5986859971629651,0.3492833061663582,0.9818330188361756,11663.295364379883,0.5776614723737873,0.37323691223966465,0.09695153388562251
